movie_title,title_year,duration,color,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,g1,g2,g3,g4,g5,g6,g7,g8,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26
Jurassic Park ,1993,127,Color,308,14000,967,610,191,356784000,613473,2129,0,895,English,USA,PG-13,63000000,8.1,1.85,Adventure,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Earp ,1994,212,Color,40,759,2000,925,812,25052000,35314,5708,0,145,English,USA,PG-13,63000000,6.6,2.35,Adventure,Biography,Crime,Drama,Western,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear and Present Danger ,1994,141,Color,42,176,11000,913,672,122012710,69663,14178,1,133,English,USA,PG-13,62000000,6.9,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Blade ,2015,103,Color,68,10,21,18,7,72413,11584,58,3,86,Mandarin,China,R,65000000,6.1,2.35,Action,Adventure,Drama,History,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littleman ,2006,98,Color,78,322,979,862,723,58255287,39471,6334,1,187,English,USA,PG-13,64000000,4.3,1.85,Comedy,Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U-571 ,2000,116,Color,178,84,11000,919,563,77086030,65297,14931,0,602,English,France,PG-13,62000000,6.6,2.35,Action,War,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The American President ,1995,114,Color,75,0,524,517,452,65000000,43027,2668,0,214,English,USA,PG-13,62000000,6.8,2.35,Comedy,Drama,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Love Guru ,2008,87,Color,150,12,3000,966,645,32178777,43300,6658,6,250,English,USA,PG-13,62000000,3.8,2.35,Comedy,Romance,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000 Miles to Graceland ,2001,125,Color,113,11,11000,904,867,15738632,38076,14536,2,399,English,USA,R,42000000,5.9,2.35,Action,Comedy,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hateful Eight ,2015,187,Color,596,16000,46000,1000,1000,54116191,272839,49912,1,1018,English,USA,R,44000000,7.9,2.76,Crime,Drama,Mystery,Thriller,Western,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blades of Glory ,2007,93,Color,191,8,8000,1000,970,118153533,129995,13232,2,246,English,USA,PG-13,61000000,6.3,1.85,Comedy,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hop ,2011,95,Color,156,25,989,664,439,108012170,24089,2558,0,82,English,USA,PG,63000000,5.5,1.85,Adventure,Animation,Comedy,Family,Fantasy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300 ,2006,117,Color,460,0,18000,13000,447,210592590,607235,32360,0,2073,English,USA,R,65000000,7.7,2.35,Action,Drama,Fantasy,War,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet the Fockers ,2004,106,Color,141,116,22000,713,708,279167575,211296,24938,6,428,English,USA,PG-13,80000000,6.3,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marley & Me ,2008,115,Color,180,64,2000,899,664,143151473,116681,4811,0,320,English,USA,PG,60000000,7.1,2.35,Comedy,Drama,Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Green Mile ,1999,189,Color,186,0,15000,745,693,136801374,782610,17716,0,1377,English,USA,R,60000000,8.5,1.85,Crime,Drama,Fantasy,Mystery,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Hogs ,2007,100,Color,177,12,419,330,311,168213584,99989,1412,3,255,English,USA,PG-13,,5.9,2.35,Action,Adventure,Comedy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Little ,2005,81,Color,161,10,925,729,397,135381507,63912,2252,0,251,English,USA,G,150000000,5.8,1.85,Adventure,Animation,Comedy,Family,Sci-Fi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl ,2014,149,Color,568,21000,835,812,625,167735396,569841,4348,0,1127,English,USA,R,61000000,8.1,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity ,2002,119,Color,249,218,13000,147,73,121468960,407601,13249,1,849,English,USA,PG-13,60000000,7.9,2.35,Action,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoldenEye ,1995,130,Color,137,258,394,387,345,106635996,199025,1784,2,416,English,UK,PG-13,58000000,7.2,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The General's Daughter ,1999,116,Color,113,165,577,501,475,102678089,42705,2321,0,274,English,USA,R,95000000,6.3,2.35,Drama,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Truman Show ,1998,103,Color,213,608,2000,617,576,125603360,667983,3698,1,877,English,USA,PG,60000000,8.1,1.85,Comedy,Drama,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prince of Egypt ,1998,99,Color,120,59,770,263,145,101217900,91093,1195,2,353,English,USA,PG,70000000,7,1.85,Adventure,Animation,Biography,Drama,Family,Fantasy,Musical,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daddy Day Care ,2003,92,Color,81,41,1000,955,522,104148781,49486,4050,1,116,English,USA,PG,60000000,5.5,1.85,Comedy,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Guns ,2013,109,Color,265,175,18000,497,459,75573300,156898,20148,1,172,English,USA,R,61000000,6.7,2.35,Action,Comedy,Crime,Drama,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats & Dogs ,2001,87,Color,105,6,3000,664,405,93375151,46031,4171,0,235,English,USA,PG,60000000,5.2,1.85,Action,Comedy,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Italian Job ,2003,111,Color,155,473,26000,9000,82,106126012,285623,35084,6,497,English,USA,PG-13,60000000,7,2.35,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Weeks Notice ,2002,101,Color,118,30,1000,976,268,93307796,85673,2636,2,269,English,USA,PG-13,60000000,6.1,1.85,Comedy,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antz ,1998,83,Color,131,35,13000,11000,754,90646554,124641,25788,0,289,English,USA,PG,105000000,6.6,1.85,Adventure,Animation,Comedy,Family,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Couples Retreat ,2009,113,Color,166,0,4000,722,721,109176215,83506,8172,6,144,English,USA,PG-13,60000000,5.5,1.85,Comedy,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days of Thunder ,1990,107,Color,60,12000,10000,3000,695,82670733,60476,14006,0,97,English,USA,PG-13,60000000,5.9,2.35,Action,Drama,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen 2 ,2005,94,Color,77,163,12000,3000,2000,82569532,42737,20348,6,128,English,USA,PG,60000000,5.4,2.35,Adventure,Comedy,Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Scorch Trials ,2015,132,Color,249,47,988,960,240,81687587,138246,2517,0,360,English,USA,PG-13,61000000,6.4,2.35,Action,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat Pray Love ,2010,140,Color,213,708,11000,8000,745,80574010,63493,20440,1,302,English,USA,PG-13,60000000,5.7,1.85,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Family Man ,2000,125,Color,121,420,12000,3000,627,75764085,85844,16646,1,322,English,USA,PG-13,60000000,6.7,2.35,Comedy,Drama,Fantasy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RED ,2010,111,Color,315,124,13000,11000,357,90356857,238916,24928,4,328,English,USA,PG-13,58000000,7.1,2.35,Action,Comedy,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any Given Sunday ,1999,156,Color,171,0,14000,2000,1000,75530832,97047,20761,5,452,English,USA,R,55000000,6.8,2.35,Drama,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Horse Whisperer ,1998,170,Color,96,0,19000,1000,380,75370763,32353,20683,0,263,English,USA,PG-13,60000000,6.5,1.85,Drama,Romance,Western,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collateral ,2004,120,Color,299,0,10000,851,680,100003492,293662,13581,0,836,English,USA,R,65000000,7.6,2.35,Crime,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Scorpion King ,2002,100,Color,167,55,12000,1000,416,90341670,102129,14611,4,432,English,USA,PG-13,60000000,5.5,2.35,Action,Adventure,Fantasy,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladder 49 ,2004,115,Color,125,13,2000,1000,579,74540762,48753,4496,2,323,English,USA,PG-13,55000000,6.5,1.85,Action,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher ,2012,130,Color,387,188,10000,3000,1000,80033643,226570,16385,2,448,English,USA,PG-13,60000000,7,2.35,Action,Crime,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Blue Sea ,1999,105,Color,199,212,1000,975,811,73648142,99043,3697,1,643,English,USA,R,60000000,5.8,2.35,Action,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is It ,2009,111,Color,136,197,433,208,6,71844424,33158,679,0,223,English,USA,PG,60000000,7.3,1.78,Documentary,Music,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contagion ,2011,106,Color,436,0,13000,240,175,75638743,180479,13634,4,411,English,USA,PG-13,60000000,6.6,1.85,Drama,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangaroo Jack ,2003,89,Color,73,18,658,257,226,66734992,23476,1233,0,181,English,USA,PG,60000000,4.4,2.35,Action,Adventure,Comedy,Crime,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coraline ,2009,100, Black and White,310,253,309,229,57,75280058,143121,647,1,279,English,USA,PG,60000000,7.7,1.85,Animation,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Happening ,2008,91,Color,323,0,11000,946,751,64505912,163130,13654,0,1264,English,USA,R,48000000,5,1.85,Sci-Fi,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on Fire ,2004,146,Color,171,12000,18000,992,451,77862546,266310,20454,2,690,English,USA,R,70000000,7.7,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shaggy Dog ,2006,98,Color,76,48,21000,936,722,61112916,14888,24664,0,83,English,USA,PG,50000000,4.4,2.35,Comedy,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch ,2004,101,Color,173,480,881,869,767,88200225,120795,3943,5,308,English,USA,PG-13,60000000,6.1,2.35,Comedy,Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jingle All the Way ,1996,94,Color,81,32,854,628,626,60573641,68406,4530,1,162,English,USA,PG,60000000,5.4,1.85,Comedy,Family,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellboy ,2004,132,Color,242,0,366,334,160,59035104,244566,1112,1,597,English,USA,PG-13,66000000,6.8,1.85,Action,Fantasy,Horror,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Civil Action ,1998,115,Color,110,234,3000,552,521,56702901,23302,4713,1,181,English,USA,PG-13,60000000,6.5,2.35,Drama,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ParaNorman ,2012,92,Color,328,28,10000,884,586,55994557,72287,13597,0,176,English,USA,PG,60000000,7,2.35,Adventure,Animation,Comedy,Family,Fantasy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jackal ,1997,124,Color,83,105,24000,13000,460,54910560,88225,38227,0,227,English,USA,R,60000000,6.3,2.35,Action,Adventure,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paycheck ,2003,119,Color,196,610,834,780,716,53789313,89816,3637,0,347,English,USA,PG-13,60000000,6.3,2.35,Action,Mystery,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up Close & Personal ,1996,124,Color,34,50,1000,944,672,51045801,11370,3653,2,54,English,USA,PG-13,60000000,6.1,1.85,Drama,Romance,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tale of Despereaux ,2008,93,Color,118,18,9000,2000,903,50818750,31209,13403,0,106,English,UK,G,60000000,6.1,2.35,Adventure,Animation,Comedy,Family,Fantasy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tuxedo ,2002,98,Color,81,11,966,680,107,50189179,61966,2018,2,207,English,USA,PG-13,60000000,5.3,1.85,Action,Comedy,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under Siege 2: Dark Territory ,1995,92,Color,47,14,789,520,488,50024083,35918,2318,1,126,English,USA,R,60000000,5.4,1.85,Action,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit ,2014,105,Color,313,0,539,394,288,50549107,99035,1411,3,289,English,USA,PG-13,60000000,6.2,2.35,Action,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy ,2015,124,Color,315,737,34000,22000,14000,56443482,75329,75793,3,256,English,USA,PG-13,60000000,6.6,1.85,Biography,Comedy,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Has Fallen ,2016,99,Color,225,24,18000,992,864,62401264,69484,20276,3,323,English,UK,R,60000000,5.9,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien: Resurrection ,1997,116,Color,223,0,1000,720,672,47748610,170179,3090,0,656,English,USA,R,75000000,6.3,2.35,Action,Horror,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shooter ,2007,124,Color,198,845,650,467,295,46975183,256213,1640,0,338,English,USA,R,61000000,7.2,2.35,Action,Crime,Drama,Mystery,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boxtrolls ,2014,96,Color,219,7,874,668,642,50807639,40883,3151,3,122,English,USA,PG,60000000,6.8,1.85,Adventure,Animation,Comedy,Family,Fantasy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practical Magic ,1998,104,Color,92,165,1000,967,944,46611204,55749,4294,1,257,English,USA,PG-13,48000000,6.1,2.35,Comedy,Drama,Fantasy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lego Movie ,2014,100,Color,435,97,11000,8000,2000,257756197,246698,22128,0,471,English,Australia,PG,60000000,7.8,2.35,Action,Adventure,Animation,Comedy,Family,Fantasy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Congeniality 2: Armed and Fabulous ,2005,115,Color,111,11,1000,759,642,48472213,51252,4305,2,156,English,USA,PG-13,45000000,5,2.35,Action,Comedy,Crime,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reign of Fire ,2002,101,Color,138,38,23000,18000,11000,43060566,107859,53024,0,569,English,USA,PG-13,60000000,6.2,2.35,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad ,2013,113,Color,415,181,33000,301,300,45996718,173530,34738,3,264,English,USA,R,60000000,6.7,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Year One ,2009,100,Color,170,11000,10000,1000,485,43337279,76770,12258,2,203,English,USA,PG-13,60000000,4.9,1.85,Adventure,Comedy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invictus ,2009,134,Color,306,16000,13000,11000,204,37479778,124222,24458,1,259,English,USA,PG-13,60000000,7.4,2.35,Biography,Drama,History,Sport,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Play ,2009,127,Color,252,162,18000,748,379,36965395,113295,19776,3,235,English,USA,PG-13,,7.1,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duplicity ,2009,125,Color,211,209,8000,1000,896,40559930,41727,10623,0,184,English,USA,PG-13,60000000,6.2,2.35,Comedy,Crime,Romance,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Favorite Martian ,1999,94,Color,49,80,1000,417,230,36830057,10883,2151,2,73,English,USA,PG,65000000,4.9,1.85,Comedy,Family,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sentinel ,2006,107,Color,161,69,310,219,206,36279230,42144,1352,0,213,English,USA,PG-13,60000000,6.1,2.35,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet 51 ,2009,91,Color,156,2,12000,10000,480,42194060,41259,22668,1,72,English,Spain,PG,70000000,6.1,2.35,Adventure,Animation,Comedy,Family,Sci-Fi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek: Nemesis ,2002,116,Color,172,53,27000,1000,906,43119879,58450,31224,0,842,English,USA,PG-13,60000000,6.4,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intolerable Cruelty ,2003,100,Color,161,0,436,399,210,35096190,76560,1395,1,322,English,USA,PG-13,60000000,6.3,1.85,Comedy,Crime,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouble with the Curve ,2012,111,Color,239,39,16000,897,461,35754555,47954,17871,0,150,English,USA,PG-13,,6.8,2.35,Drama,Sport,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edge of Darkness ,2010,117,Color,258,258,2000,1000,896,43290977,75201,7053,1,256,English,UK,R,80000000,6.6,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Relic ,1997,110,Color,95,0,510,344,308,33927476,19176,1976,0,165,English,UK,R,40000000,5.7,2.35,Horror,Mystery,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze That ,2002,96,Color,105,11000,22000,394,236,32122249,69319,22889,1,138,English,USA,R,60000000,5.9,1.85,Comedy,Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Righteous Kill ,2008,101,Color,198,50,22000,14000,1000,40076438,73368,38809,2,248,English,USA,R,60000000,6,2.35,Action,Crime,Drama,Mystery,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercury Rising ,1998,111,Color,79,17,13000,968,652,32940507,54314,16536,1,127,English,USA,R,60000000,6.1,2.35,Action,Crime,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Soloist ,2009,117,Color,210,456,21000,939,569,31670931,44099,23745,0,143,English,UK,PG-13,60000000,6.7,2.35,Biography,Drama,Music,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Bagger Vance ,2000,126,Color,125,0,13000,10000,9000,30695227,45296,34774,3,267,English,USA,PG-13,60000000,6.7,1.85,Drama,Fantasy,Sport,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Famous ,2000,152,Color,149,488,22000,11000,947,32522352,207287,36897,1,822,English,USA,R,60000000,7.9,1.85,Adventure,Comedy,Drama,Music,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield 2 ,2006,86,Color,77,25,13000,1000,265,28424210,27517,14918,0,74,English,UK,PG,,5,1.85,Animation,Comedy,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXx: State of the Union ,2005,101,Color,77,93,287,233,218,26082914,51349,993,2,213,English,USA,PG-13,87000000,4.3,2.35,Action,Adventure,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priest ,2011,87,Color,225,124,865,441,77,29136626,97089,1417,0,233,English,USA,PG-13,60000000,5.7,2.35,Action,Fantasy,Horror,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinbad: Legend of the Seven Seas ,2003,85,Color,98,0,11000,102,82,26288320,36144,11301,0,91,English,USA,PG,60000000,6.7,1.66,Adventure,Animation,Comedy,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event Horizon ,1997,130,Color,172,545,722,585,552,26616590,120416,2525,0,857,English,UK,R,60000000,6.7,2.35,Horror,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers ,2012,173,Color,703,0,26000,21000,19000,623279547,995415,87697,3,1722,English,USA,PG-13,220000000,8.1,1.85,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonfly ,2002,104,Color,117,293,780,265,256,30063805,31788,2109,0,243,English,USA,PG-13,60000000,6.1,2.35,Drama,Fantasy,Mystery,Romance,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Black Dahlia ,2006,121,Color,240,0,19000,972,854,22518325,63363,22833,0,644,English,Germany,R,50000000,5.6,2.35,Crime,Drama,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flyboys ,2006,140, Black and White,123,23,11000,779,579,13082288,35565,12634,1,247,English,UK,PG-13,60000000,6.6,2.35,Action,Adventure,Drama,History,Romance,War,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Castle ,2001,131,Color,110,37,968,848,507,18208078,57100,3012,3,281,English,USA,R,60000000,6.9,2.35,Action,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supernova ,2000,91,Color,100,394,889,290,68,14218868,14596,1262,0,282,English,USA,PG-13,65000000,4.8,2.35,Horror,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
